Number of digits (n),Simple Multiplication,Karatsuba
1398,84105061,7789429
1399,84225379,7756309
1400,84345779,7819361
1401,84466269,7815445
1402,84586838,7839013
1403,84707502,7847485
1404,84828248,7827985
1405,84949094,7877593
1406,85070009,7864733
1407,85191020,7895421
1408,85312107,7891429
1409,85433285,7900469
1410,85554553,7932689
1411,85675895,7913945
1412,85797330,7908389
1413,85918857,7947937
1414,86040465,7939437
1415,86162157,7973553
1416,86283946,7953853
1417,86405803,7978485
1418,86527748,7965141
1419,86649790,7964373
1420,86771908,8011753
1421,86894127,8015993
1422,87016420,8046017
1423,87138805,8022233
1424,87261261,8020357
1425,87383825,8052529
1426,87506467,8046729
1427,87629202,8067645
1428,87752000,8068373
1429,87874903,8086317
1430,87997884,8103769
1431,88120952,8090377
1432,88244110,8125481
1433,88367362,8103645
1434,88490685,8106325
1435,88614086,8153101
1436,88737590,8210901
1437,88861190,8180153
1438,88984852,8236289
1439,89108606,8170261
1440,89232448,8163213
1441,89356385,8183717
1442,89480396,8212181
1443,89604503,8224961
1444,89728691,8229301
1445,89852965,8200357
1446,89977331,8238165
1447,90101770,8287489
1448,90226302,8251649
1449,90350925,8299045
1450,90475624,8304601
1451,90600412,8295625
1452,90725300,8308893
1453,90850250,8297577
1454,90975301,8316757
1455,91100432,8352529
1456,91225648,8363901
1457,91350965,8382057
1458,91476357,8386545
1459,91601824,8396037
1460,91727392,8402481
1461,91853049,8374325
1462,91978787,8446101
1463,92104605,8456933
1464,92230519,8432461
1465,92356505,8452089
1466,92482589,8478357
1467,92608755,8486141
1468,92735014,8538937
1469,92861345,8524709
1470,92987764,8509253
1471,93114275,8527161
1472,93240873,8553949
1473,93367553,8576997
1474,93494330,8555253
1475,93621172,8570609
1476,93748110,8564777
1477,93875141,8608233
1478,94002255,8634941
1479,94129453,8603325
1480,94256730,8597613
1481,94384105,8636877
1482,94511563,8665169
1483,94639112,8655753
1484,94766735,8661129
1485,94894444,8686705
1486,95022245,8698841
1487,95150140,8723097
1488,95278098,8725601
1489,95406161,8717885
1490,95534304,8748681
1491,95662539,8725577
1492,95790857,8750753
1493,95919248,8734233
1494,96047754,8769429
1495,96176299,8776493
1496,96304974,8794657
1497,96433723,8817065
1498,96562544,8825173
1499,96691477,8810797
1500,96820484,8808977
1501,96949565,8880945
1502,97078740,8884005
1503,97208005,8856765
1504,97337355,8894681
1505,97466794,8915781
1506,97596304,8916805
1507,97725920,8917401
1508,97855609,8899989
1509,97985380,8930277
1510,98115245,8939937
1511,98245199,8981853
1512,98375233,8948093
1513,98505355,9012417
1514,98635552,8981805
1515,98765854,9013437
1516,98896228,9014281
1517,99026700,9027789
1518,99157262,8973901
1519,99287890,9068297
1520,99418610,9060289
1521,99549427,9079889
1522,99680325,9045393
1523,99811300,9075661
1524,99942375,9092977
1525,100073522,9106741
1526,100204767,9085661
1527,100336082,9112189
1528,100467511,9091565
1529,100599007,9152161
1530,100730589,9145905
1531,100862254,9159981
1532,100994011,9172437
1533,101125850,9173417
1534,101257783,9176093
1535,101389795,9160977
1536,101521897,9213177
1537,101654085,9215273
1538,101786352,9230117
1539,101918706,9240501
1540,102051150,9245177
1541,102183678,9247537
1542,102316309,9268345
1543,102449005,9290441
1544,102581797,9299325
1545,102714664,9319265
1546,102847627,9289329
1547,102980675,9301733
1548,103113809,9300373
1549,103247021,9336617
1550,103380329,9376473
1551,103513714,9390545
1552,103647191,9345173
1553,103780762,9343321
1554,103914398,9370101
1555,104048132,9394185
1556,104181952,9400529
1557,104315861,9436737
1558,104449853,9424377
1559,104583922,9456725
1560,104718099,9434673
1561,104852349,9452525
1562,104986683,9478237
1563,105121100,9463989
1564,105255610,9509465
1565,105390207,9485733
1566,105524878,9527165
1567,105659650,9513781
1568,105794502,9543857
1569,105929443,9526757
1570,106064464,9556257
1571,106199583,9550605
1572,106334775,9591297
1573,106470059,9568677
1574,106605423,9598673
1575,106740872,9606209
1576,106876417,9634833
1577,107012049,9647433
1578,107147753,9661421
1579,107283555,9642441
1580,107419434,9659849
1581,107555396,9660009
1582,107691461,9667541
1583,107827594,9657809
1584,107963830,9681345
1585,108100151,9730953
1586,108236547,9695257
1587,108373033,9710573
1588,108509605,9740637
1589,108646263,9756769
1590,108783005,9772741
1591,108919832,9746733
1592,109056755,9774557
1593,109193757,9800437
1594,109330840,9799401
1595,109467999,9797657
1596,109605275,9820013
1597,109742629,9841965
1598,109880061,9843941
1599,110017564,9876965
1600,110155179,9888485
1601,110292858,9868021
1602,110430640,9850805
1603,110568507,9887009
1604,110706441,9939409
1605,110844489,9868213
1606,110982613,9921933
1607,111120819,9963445
1608,111259107,9978057
1609,111397480,9977905
1610,111535931,9996353
1611,111674497,9978393
1612,111813135,9955081
1613,111951862,9988977
1614,112090663,10034421
1615,112229563,10015449
1616,112368534,10024217
1617,112507609,10060253
1618,112646759,10022105
1619,112785986,10041913
1620,112925315,10042729
1621,113064724,10062717
1622,113204227,10075189
1623,113343798,10088821
1624,113483479,10130165
1625,113623220,10112265
1626,113763055,10133189
1627,113902990,10139601
1628,114042998,10152009
1629,114183109,10176605
1630,114323284,10179893
1631,114463563,10191861
1632,114603906,10190717
1633,114744350,10199329
1634,114884885,10227025
1635,115025497,10213981
1636,115166199,10220537
1637,115306978,10234541
1638,115447857,10253153
1639,115588811,10318813
1640,115729859,10254761
1641,115870982,10312793
1642,116012201,10292829
1643,116153498,10362641
1644,116294890,10343961
1645,116436353,10326809
1646,116577929,10324689
1647,116719571,10358861
1648,116861296,10329333
1649,117003112,10367289
1650,117145015,10403457
1651,117287017,10387229
1652,117429093,10422713
1653,117571257,10400033
1654,117713503,10422445
1655,117855841,10483613
1656,117998255,10524117
1657,118140761,10474445
1658,118283357,10458477
1659,118426035,10478537
1660,118568788,10473269
1661,118711642,10491285
1662,118854580,10551321
1663,118997602,10483393
1664,119140710,10498125
1665,119283907,10520917
1666,119427187,10569929
1667,119570557,10547701
1668,119713998,10573413
1669,119857545,10586569
1670,120001171,10627777
1671,120144875,10596357
1672,120288666,10598305
1673,120432552,10631381
1674,120576530,10625533
1675,120720583,10649657
1676,120864717,10620393
1677,121008941,10659321
1678,121153248,10646113
1679,121297655,10672645
1680,121442144,10714393
1681,121586705,10683037
1682,121731363,10694293
1683,121876103,10697097
1684,122020935,10725021
1685,122165847,10760301
1686,122310844,10679829
1687,122455937,10759753
1688,122601103,10726485
1689,122746367,10759573
1690,122891713,10749089
1691,123037134,10746277
1692,123182657,10789273
1693,123328246,10819765
1694,123473936,10825365
1695,123619724,10781553
1696,123765565,10809733
1697,123911523,10851397
1698,124057546,10835261
1699,124203670,10849081
1700,124349879,10819693
1701,124496162,10880625
1702,124642543,10861745
1703,124789007,10894865
1704,124935553,10921377
1705,125082189,10916317
1706,125228902,10936541
1707,125375717,10939729
1708,125522589,10958521
1709,125669580,10952481
1710,125816653,10950473
1711,125963799,10952761
1712,126111035,10993321
1713,126258343,11001381
1714,126405756,10983729
1715,126553243,11024777
1716,126700835,11057081
1717,126848500,11049945
1718,126996261,11103173
1719,127144088,11059393
1720,127292012,11102261
1721,127440033,11108121
1722,127588121,11128549
1723,127736302,11178537
1724,127884579,11106217
1725,128032924,11208837
1726,128181365,11150329
1727,128329893,11187841
1728,128478512,11182877
1729,128627209,11204389
1730,128775987,11199817
1731,128924859,11207617
1732,129073811,11196057
1733,129222850,11239633
1734,129371980,11207601
1735,129521181,11260985
1736,129670497,11290049
1737,129819876,11330637
1738,129969348,11323421
1739,130118904,11306001
1740,130268550,11319777
1741,130418287,11310221
1742,130568103,11360157
1743,130718005,11376293
1744,130867988,11362417
1745,131018067,11336981
1746,131168224,11389949
1747,131318477,11401857
1748,131468803,11415389
1749,131619227,11434765
1750,131769718,11390313
1751,131920323,11479421
1752,132070990,11478573
1753,132221757,11485217
1754,132372603,11475597
1755,132523543,11465061
1756,132674559,11473329
1757,132825667,11524885
1758,132976857,11525213
1759,133128131,11553221
1760,133279494,11561617
1761,133430947,11574289
1762,133582489,11603249
1763,133734098,11592025
1764,133885810,11650697
1765,134037611,11621357
1766,134189487,11625385
1767,134341455,11628153
1768,134493507,11708057
1769,134645641,11628917
1770,134797871,11686621
1771,134950175,11694253
1772,135102564,11712361
1773,135255052,11711853
1774,135407620,11779257
1775,135560268,11790965
1776,135713017,11780089
1777,135865840,11798817
1778,136018752,11765133
1779,136171751,11793185
1780,136324843,11769129
1781,136478000,11821793
1782,136631258,11804389
1783,136784605,11866065
1784,136938028,11822417
1785,137091545,11859833
1786,137245153,11884693
1787,137398828,11911065
1788,137552600,11891269
1789,137706472,11887205
1790,137860409,11931737
1791,138014428,11934377
1792,138168555,11954741
1793,138322762,11932121
1794,138477045,11990605
1795,138631417,11992129
1796,138785872,12009065
1797,138940423,11988285
1798,139095055,12005545
1799,139249768,12033473
1800,139404574,12058953
1801,139559476,12039373
1802,139714445,12053677
1803,139869511,12016389
1804,140024659,12089705
1805,140179885,12103257
1806,140335213,12077985
1807,140490608,12094905
1808,140646105,12117393
1809,140801694,12140293
1810,140957344,12178605
1811,141113097,12163221
1812,141268935,12162957
1813,141424861,12175461
1814,141580860,12176825
1815,141736950,12186221
1816,141893134,12213893
1817,142049403,12211325
1818,142205755,12226753
1819,142362197,12247389
1820,142518717,12229801
1821,142675329,12230293
1822,142832032,12254105
1823,142988809,12284165
1824,143145673,12292421
1825,143302622,12303077
1826,143459664,12284085
1827,143616784,12353413
1828,143774007,12367337
1829,143931298,12370169
1830,144088676,12360613
1831,144246157,12432709
1832,144403699,12387609
1833,144561355,12409789
1834,144719074,12402885
1835,144876906,12384249
1836,145034795,12422761
1837,145192778,12466161
1838,145350850,12436677
1839,145509015,12414989
1840,145667257,12496297
1841,145825585,12511741
1842,145984005,12504333
1843,146142503,12515797
1844,146301095,12525109
1845,146459756,12534173
1846,146618522,12538769
1847,146777371,12557121
1848,146936305,12584977
1849,147095314,12609765
1850,147254429,12594929
1851,147413617,12586985
1852,147572890,12595893
1853,147732259,12619693
1854,147891705,12633437
1855,148051235,12662289
1856,148210863,12633213
1857,148370558,12657029
1858,148530361,12655189
1859,148690226,12657253
1860,148850208,12675729
1861,149010244,12656453
1862,149170387,12744333
1863,149330600,12741717
1864,149490913,12718137
1865,149651314,12699165
1866,149811789,12727061
1867,149972346,12752357
1868,150133007,12755573
1869,150293743,12791141
1870,150454571,12754729
1871,150615477,12776369
1872,150776477,12816049
1873,150937550,12854253
1874,151098727,12820529
1875,151259968,12851301
1876,151421323,12869257
1877,151582750,12839661
1878,151744244,12865421
1879,151905851,12918717
1880,152067535,12875989
1881,152229302,12903025
1882,152391149,12895929
1883,152553100,12892165
1884,152715126,12948125
1885,152877242,12984537
1886,153039445,12951345
1887,153201731,12944805
1888,153364107,13024817
1889,153526563,13018085
1890,153689113,13016133
1891,153851730,12991573
1892,154014460,13018157
1893,154177252,13029721
1894,154340150,13067369
1895,154503112,13075453
1896,154666168,13101689
1897,154829325,13139085
1898,154992552,13101157
1899,155155884,13053377
1900,155319275,13127153
1901,155482773,13137101
1902,155646343,13175453
1903,155810011,13196297
1904,155973748,13159305
1905,156137582,13180129
1906,156301514,13161993
1907,156465515,13157169
1908,156629612,13234725
1909,156793789,13269853
1910,156958049,13250073
1911,157122401,13256397
1912,157286831,13278177
1913,157451361,13244641
1914,157615965,13267349
1915,157780657,13342325
1916,157945432,13315721
1917,158110312,13327441
1918,158275257,13353525
1919,158440293,13317685
1920,158605414,13375893
1921,158770625,13397865
1922,158935920,13382269
1923,159101311,13398821
1924,159266773,13420801
1925,159432313,13386417
1926,159597967,13390777
1927,159763693,13422753
1928,159929502,13444273
1929,160095401,13434561
1930,160261380,13463749
1931,160427468,13477633
1932,160593615,13464097
1933,160759844,13479009
1934,160926187,13508089
1935,161092603,13513405
1936,161259099,13554041
1937,161425685,13529081
1938,161592341,13543201
1939,161759106,13581997
1940,161925952,13563361
1941,162092889,13591577
1942,162259907,13569297
1943,162427005,13611233
1944,162594190,13589169
1945,162761460,13601517
1946,162928825,13617317
1947,163096273,13585297
1948,163263796,13667593
1949,163431420,13699313
1950,163599122,13661301
1951,163766924,13695629
1952,163934786,13711741
1953,164102757,13693681
1954,164270803,13716497
1955,164438941,13683093
1956,164607166,13727013
1957,164775467,13716857
1958,164943853,13794869
1959,165112324,13727701
1960,165280901,13738745
1961,165449549,13795453
1962,165618278,13803425
1963,165787111,13799409
1964,165956013,13811629
1965,166125013,13780749
1966,166294084,13832325
1967,166463255,13843613
1968,166632507,13830893
1969,166801840,13890477
1970,166971271,13857357
1971,167140768,13898289
1972,167310380,13901201
1973,167480052,13903025
1974,167649821,13917777
1975,167819677,13925513
1976,167989614,13926725
1977,168159638,13966933
1978,168329752,13960141
1979,168499951,13957933
1980,168670232,13974165
1981,168840611,13995885
1982,169011065,13977213
1983,169181614,14000525
1984,169352235,14029245
1985,169522945,14104309
1986,169693735,14058821
1987,169864628,14051733
1988,170035602,14077393
1989,170206663,14065033
1990,170377820,14060209
1991,170549039,14097877
1992,170720357,14100377
1993,170891755,14152861
1994,171063245,14108801
1995,171234815,14145849
1996,171406481,14193261
1997,171578225,14167445
1998,171750057,14211317
1999,171921977,14202233
2000,172093975,14202245
2001,172266064,14192937
2002,172438243,14223937
2003,172610498,14214809
2004,172782850,14270353
2005,172955276,14246357
2006,173127802,14256817
2007,173300410,14280281
2008,173473096,14275617
2009,173645887,14268669
2010,173818740,14306905
2011,173991695,14271493
2012,174164739,14296605
2013,174337848,14333933
2014,174511063,14333573
2015,174684363,14304021
2016,174857741,14340265
2017,175031205,14385249
2018,175204737,14378809
2019,175378393,14401313
2020,175552123,14363085
2021,175725931,14432149
2022,175899823,14399201
2023,176073803,14425153
2024,176247868,14489901
2025,176422031,14460521
2026,176596258,14452193
2027,176770590,14465629
2028,176945009,14457009
2029,177119498,14520249
2030,177294093,14468085
2031,177468754,14537569
2032,177643513,14522405
2033,177818364,14531301
2034,177993287,14563485
2035,178168299,14566689
2036,178343403,14611105
2037,178518587,14551945
2038,178693853,14627049
2039,178869201,14605573
2040,179044650,14654761
2041,179220193,14625829
2042,179395809,14639105
2043,179571505,14649045
2044,179747291,14658981
2045,179923160,14639141
2046,180099133,14699773
2047,180275162,14662261
2048,180451311,14700489
2049,180627529,14698669
2050,180803824,14720997
2051,180980224,14739921
2052,181156686,14760037
2053,181333253,14769589
2054,181509900,14788277
2055,181686641,14808845
2056,181863463,14814169
2057,182040363,14827621
2058,182217350,14840669
2059,182394430,14849609
2060,182571597,14904737
2061,182748838,14864225
2062,182926178,14910805
2063,183103607,14901157
2064,183281108,14903081
2065,183458705,14910365
2066,183636380,14937137
2067,183814157,14956481
2068,183992003,14984773
2069,184169941,14939113
2070,184347964,15003037
2071,184526075,14988993
2072,184704271,14979073
2073,184882555,15053597
2074,185060927,15012093
2075,185239370,15024969
2076,185417919,15040585
2077,185596552,15005417
2078,185775252,15081105
2079,185954048,15101933
2080,186132939,15107125
2081,186311905,15081389
2082,186490969,15148113
2083,186670105,15165189
2084,186849340,15091165
2085,187028644,15134637
2086,187208044,15176045
2087,187387528,15179245
2088,187567109,15167853
2089,187746752,15189465
2090,187926495,15198061
2091,188106337,15241345
2092,188286251,15245721
2093,188466257,15216073
2094,188646347,15270729
2095,188826508,15229309
2096,189006774,15278881
2097,189187118,15284065
2098,189367548,15276581
2099,189548070,15309833
2100,189728679,15309533
