n,TotalOps,Assignments,ArrayLookups,Comparisons,Arithmetic,MethodCalls,Returns
3509,529627381,160115667,147785031,49287415,172439265,1,1
3510,529929244,160206927,147869267,49315501,172537547,1,1
3511,530231201,160298214,147953529,49343595,172635860,1,1
3512,530533240,160389527,148037814,49371697,172734199,1,1
3513,530835343,160480861,148122116,49399807,172832557,1,1
3514,531137569,160572229,148206454,49427925,172930959,1,1
3515,531439854,160663617,148290807,49456051,173029377,1,1
3516,531742244,160755035,148375190,49484185,173127831,1,1
3517,532044700,160846475,148459591,49512327,173226305,1,1
3518,532347253,160937943,148544019,49540477,173324811,1,1
3519,532649890,161029437,148628471,49568635,173423345,1,1
3520,532952617,161120957,148712948,49596801,173521908,1,1
3521,533255416,161212501,148797444,49624975,173620493,1,1
3522,533558316,161304074,148881969,49653157,173719113,1,1
3523,533861305,161395673,148966520,49681347,173817762,1,1
3524,534164377,161487298,149051093,49709545,173916438,1,1
3525,534467524,161578947,149135687,49737751,174015137,1,1
3526,534770776,161670625,149220311,49765965,174113872,1,1
3527,535074077,161762322,149304946,49794187,174212619,1,1
3528,535377503,161854053,149389619,49822417,174311411,1,1
3529,535681005,161945808,149474312,49850655,174410227,1,1
3530,535984582,162037586,149559026,49878901,174509066,1,1
3531,536288261,162129394,149643769,49907155,174607940,1,1
3532,536592017,162221226,149728533,49935417,174706838,1,1
3533,536895859,162313084,149813321,49963687,174805764,1,1
3534,537199776,162404966,149898129,49991965,174904713,1,1
3535,537503794,162496877,149982967,50020251,175003697,1,1
3536,537807897,162588813,150067828,50048545,175102708,1,1
3537,538112080,162680775,150152711,50076847,175201745,1,1
3538,538416357,162772764,150237620,50105157,175300813,1,1
3539,538720722,162864779,150322555,50133475,175399910,1,1
3540,539025154,162956817,150407507,50161801,175499027,1,1
3541,539329680,163048882,150492485,50190135,175598175,1,1
3542,539634303,163140975,150577492,50218477,175697356,1,1
3543,539939002,163233093,150662519,50246827,175796561,1,1
3544,540243791,163325237,150747571,50275185,175895795,1,1
3545,540548665,163417407,150832647,50303551,175995057,1,1
3546,540853624,163509603,150917747,50331925,176094347,1,1
3547,541158673,163601825,151002872,50360307,176193666,1,1
3548,541463800,163694072,151088018,50388697,176293010,1,1
3549,541769020,163786347,151173191,50417095,176392385,1,1
3550,542074324,163878647,151258387,50445501,176491787,1,1
3551,542379721,163970974,151343609,50473915,176591220,1,1
3552,542685193,164063325,151428852,50502337,176690676,1,1
3553,542990755,164155703,151514120,50530767,176790162,1,1
3554,543296401,164248107,151599411,50559205,176889675,1,1
3555,543602135,164340537,151684727,50587651,176989217,1,1
3556,543907959,164432994,151770068,50616105,177088789,1,1
3557,544213865,164525476,151855432,50644567,177188387,1,1
3558,544519855,164617983,151940820,50673037,177288012,1,1
3559,544825928,164710516,152026230,50701515,177387664,1,1
3560,545132095,164803077,152111667,50730001,177487347,1,1
3561,545438340,164895662,152197125,50758495,177587055,1,1
3562,545744685,164988276,152282612,50786997,177686797,1,1
3563,546051103,165080913,152368119,50815507,177786561,1,1
3564,546357615,165173578,152453652,50844025,177886357,1,1
3565,546664211,165266268,152539209,50872551,177986180,1,1
3566,546970885,165358983,152624787,50901085,178086027,1,1
3567,547277653,165451725,152710392,50929627,178185906,1,1
3568,547584505,165544493,152796020,50958177,178285812,1,1
3569,547891438,165637286,152881670,50986735,178385744,1,1
3570,548198467,165730107,152967348,51015301,178485708,1,1
3571,548505570,165822952,153053045,51043875,178585695,1,1
3572,548812779,165915827,153138774,51072457,178685719,1,1
3573,549120057,166008724,153224520,51101047,178785763,1,1
3574,549427423,166101647,153310292,51129645,178885836,1,1
3575,549734875,166194597,153396087,51158251,178985937,1,1
3576,550042417,166287573,153481908,51186865,179086068,1,1
3577,550350045,166380576,153567752,51215487,179186227,1,1
3578,550657752,166473603,153653619,51244117,179286411,1,1
3579,550965555,166566658,153739512,51272755,179386627,1,1
3580,551273428,166659735,153825425,51301401,179486864,1,1
3581,551581407,166752843,153911368,51330055,179587138,1,1
3582,551889458,166845974,153997330,51358717,179687434,1,1
3583,552197607,166939134,154083320,51387387,179787763,1,1
3584,552505837,167032318,154169333,51416065,179888118,1,1
3585,552814145,167125527,154255367,51444751,179988497,1,1
3586,553122553,167218765,154341430,51473445,180088911,1,1
3587,553431026,167312024,154427509,51502147,180189343,1,1
3588,553739603,167405313,154513619,51530857,180289811,1,1
3589,554048265,167498628,154599752,51559575,180390307,1,1
3590,554357014,167591969,154685910,51588301,180490831,1,1
3591,554665841,167685334,154772089,51617035,180591380,1,1
3592,554974751,167778725,154858291,51645777,180691955,1,1
3593,555283755,167872143,154944520,51674527,180792562,1,1
3594,555592847,167965588,155030773,51703285,180893198,1,1
3595,555902023,168059059,155117050,51732051,180993861,1,1
3596,556211284,168152555,155203350,51760825,181094551,1,1
3597,556520623,168246075,155289672,51789607,181195266,1,1
3598,556830052,168339623,155376019,51818397,181296011,1,1
3599,557139573,168433197,155462392,51847195,181396786,1,1
3600,557449179,168526798,155548788,51876001,181497589,1,1
3601,557758871,168620424,155635209,51904815,181598420,1,1
3602,558068636,168714074,155721649,51933637,181699273,1,1
3603,558378498,168807752,155808117,51962467,181800159,1,1
3604,558688451,168901457,155894611,51991305,181901075,1,1
3605,558998493,168995189,155981130,52020151,182002021,1,1
3606,559308605,169088943,156067667,52049005,182102987,1,1
3607,559618811,169182725,156154231,52077867,182203985,1,1
3608,559929100,169276532,156240818,52106737,182305010,1,1
3609,560239481,169370367,156327431,52135615,182406065,1,1
3610,560549951,169464228,156414069,52164501,182507150,1,1
3611,560860490,169558112,156500725,52193395,182608255,1,1
3612,561171135,169652026,156587412,52222297,182709397,1,1
3613,561481857,169745964,156674120,52251207,182810563,1,1
3614,561792665,169839928,156760852,52280125,182911757,1,1
3615,562103555,169933917,156847607,52309051,183012977,1,1
3616,562414541,170027934,156934389,52337985,183114230,1,1
3617,562725598,170121974,157021190,52366927,183215504,1,1
3618,563036764,170216045,157108023,52395877,183316816,1,1
3619,563347997,170310138,157194873,52424835,183418148,1,1
3620,563659315,170404257,157281747,52453801,183519507,1,1
3621,563970727,170498403,157368648,52482775,183620898,1,1
3622,564282223,170592575,157455572,52511757,183722316,1,1
3623,564593807,170686774,157542520,52540747,183823763,1,1
3624,564905462,170780995,157629488,52569745,183925231,1,1
3625,565217231,170875248,157716489,52598751,184026740,1,1
3626,565529071,170969524,157803509,52627765,184128270,1,1
3627,565840981,171063823,157890548,52656787,184229821,1,1
3628,566153014,171158155,157977623,52685817,184331416,1,1
3629,566465107,171252508,158064713,52714855,184433028,1,1
3630,566777289,171346888,158151828,52743901,184534669,1,1
3631,567089545,171441291,158238964,52772955,184636333,1,1
3632,567401904,171535723,158326129,52802017,184738032,1,1
3633,567714344,171630181,158413316,52831087,184839757,1,1
3634,568026885,171724668,158500532,52860165,184941517,1,1
3635,568339494,171819177,158587767,52889251,185043297,1,1
3636,568652194,171913713,158675027,52918345,185145107,1,1
3637,568964983,172008275,158762312,52947447,185246946,1,1
3638,569277859,172102864,158849621,52976557,185348814,1,1
3639,569590811,172197477,158936951,53005675,185450705,1,1
3640,569903859,172292118,159024308,53034801,185552629,1,1
3641,570216978,172386781,159111685,53063935,185654574,1,1
3642,570530207,172481476,159199093,53093077,185756558,1,1
3643,570843505,172576193,159286520,53122227,185858562,1,1
3644,571156895,172670938,159373972,53151385,185960597,1,1
3645,571470374,172765709,159461450,53180551,186062661,1,1
3646,571783927,172860503,159548948,53209725,186164748,1,1
3647,572097568,172955324,159636470,53238907,186266864,1,1
3648,572411311,173050175,159724022,53268097,186369015,1,1
3649,572725121,173145047,159811591,53297295,186471185,1,1
3650,573039024,173239947,159899187,53326501,186573387,1,1
3651,573353012,173334872,159986806,53355715,186675616,1,1
3652,573667088,173429824,160074450,53384937,186777874,1,1
3653,573981253,173524803,160162119,53414167,186880161,1,1
3654,574295507,173619808,160249813,53443405,186982478,1,1
3655,574609834,173714837,160337527,53472651,187084817,1,1
3656,574924255,173809893,160425267,53501905,187187187,1,1
3657,575238769,173904977,160513034,53531167,187289589,1,1
3658,575553361,174000085,160600822,53560437,187392015,1,1
3659,575868028,174095216,160688630,53589715,187494464,1,1
3660,576182797,174190377,160776468,53619001,187596948,1,1
3661,576497653,174285565,160864330,53648295,187699461,1,1
3662,576812580,174380775,160952211,53677597,187801995,1,1
3663,577127589,174476010,161040114,53706907,187904555,1,1
3664,577442708,174571276,161128050,53736225,188007154,1,1
3665,577757902,174666566,161216006,53765551,188109776,1,1
3666,578073189,174761884,161303988,53794885,188212429,1,1
3667,578388553,174857225,161391992,53824227,188315106,1,1
3668,578704012,174952595,161480022,53853577,188417815,1,1
3669,579019540,175047987,161568071,53882935,188520545,1,1
3670,579335158,175143405,161656145,53912301,188623304,1,1
3671,579650881,175238854,161744249,53941675,188726100,1,1
3672,579966673,175334325,161832372,53971057,188828916,1,1
3673,580282562,175429825,161920522,54000447,188931765,1,1
3674,580598521,175525347,162008691,54029845,189034635,1,1
3675,580914575,175620897,162096887,54059251,189137537,1,1
3676,581230714,175716473,162185107,54088665,189240467,1,1
3677,581546932,175812073,162273348,54118087,189343421,1,1
3678,581863252,175907703,162361619,54147517,189446411,1,1
3679,582179651,176003357,162449911,54176955,189549425,1,1
3680,582496137,176099037,162538228,54206401,189652468,1,1
3681,582812713,176194745,162626570,54235855,189755541,1,1
3682,583129358,176290474,162714930,54265317,189858634,1,1
3683,583446107,176386234,162803320,54294787,189961763,1,1
3684,583762939,176482019,162891734,54324265,190064919,1,1
3685,584079847,176577827,162980168,54353751,190168098,1,1
3686,584396849,176673664,163068628,54383245,190271309,1,1
3687,584713930,176769525,163157111,54412747,190374545,1,1
3688,585031105,176865413,163245620,54442257,190477812,1,1
3689,585348360,176961327,163334151,54471775,190581105,1,1
3690,585665709,177057268,163422708,54501301,190684429,1,1
3691,585983139,177153234,163511288,54530835,190787779,1,1
3692,586300653,177249225,163599892,54560377,190891156,1,1
3693,586618259,177345244,163688521,54589927,190994564,1,1
3694,586935940,177441287,163777171,54619485,191097995,1,1
3695,587253717,177537357,163865848,54649051,191201458,1,1
3696,587571577,177633453,163954548,54678625,191304948,1,1
3697,587889516,177729574,164043269,54708207,191408463,1,1
3698,588207544,177825721,164132016,54737797,191512007,1,1
3699,588525677,177921898,164220793,54767395,191615588,1,1
3700,588843872,178018096,164309586,54797001,191719186,1,1
3701,589162165,178114323,164398407,54826615,191822817,1,1
3702,589480550,178210577,164487254,54856237,191926479,1,1
3703,589799009,178306854,164576121,54885867,192030164,1,1
3704,590117555,178403158,164665012,54915505,192133877,1,1
3705,590436184,178499487,164753927,54945151,192237617,1,1
3706,590754905,178595843,164842867,54974805,192341387,1,1
3707,591073713,178692225,164931832,55004467,192445186,1,1
3708,591392602,178788633,165020819,55034137,192549011,1,1
3709,591711585,178885068,165109832,55063815,192652867,1,1
3710,592030647,178981527,165198868,55093501,192756748,1,1
3711,592349801,179078014,165287929,55123195,192860660,1,1
3712,592669028,179174524,165377010,55152897,192964594,1,1
3713,592988361,179271065,165466122,55182607,193068565,1,1
3714,593307758,179367626,165555250,55212325,193172554,1,1
3715,593627264,179464219,165644410,55242051,193276581,1,1
3716,593946834,179560833,165733587,55271785,193380627,1,1
3717,594266503,179657475,165822792,55301527,193484706,1,1
3718,594586255,179754143,165912020,55331277,193588812,1,1
3719,594906093,179850837,166001272,55361035,193692946,1,1
3720,595226015,179947557,166090547,55390801,193797107,1,1
3721,595546033,180044305,166179850,55420575,193901301,1,1
3722,595866118,180141074,166269170,55450357,194005514,1,1
3723,596186305,180237873,166358520,55480147,194109762,1,1
3724,596506571,180334697,166447891,55509945,194214035,1,1
3725,596826916,180431545,166537284,55539751,194318333,1,1
3726,597147362,180528422,166626706,55569565,194422666,1,1
3727,597467891,180625325,166716151,55599387,194527025,1,1
3728,597788507,180722254,166805620,55629217,194631413,1,1
3729,598109198,180819206,166895110,55659055,194735824,1,1
3730,598429980,180916186,166984625,55688901,194840265,1,1
3731,598750855,181013193,167074167,55718755,194944737,1,1
3732,599071810,181110225,167163731,55748617,195049235,1,1
3733,599392859,181207284,167253321,55778487,195153764,1,1
3734,599713980,181304367,167342931,55808365,195258315,1,1
3735,600035203,181401479,167432570,55838251,195362901,1,1
3736,600356497,181498613,167522228,55868145,195467508,1,1
3737,600677889,181595777,167611914,55898047,195572149,1,1
3738,600999353,181692963,167701619,55927957,195676811,1,1
3739,601320908,181790176,167791350,55957875,195781504,1,1
3740,601642563,181887419,167881110,55987801,195886231,1,1
3741,601964282,181984682,167970886,56017735,195990976,1,1
3742,602286112,182081977,168060695,56047677,196095760,1,1
3743,602608007,182179294,168150520,56077627,196200563,1,1
3744,602929993,182276637,168240372,56107585,196305396,1,1
3745,603252073,182374009,168330250,56137551,196410261,1,1
3746,603574227,182471403,168420148,56167525,196515148,1,1
3747,603896482,182568827,168510075,56197507,196620070,1,1
3748,604218805,182666273,168600020,56227497,196725012,1,1
3749,604541221,182763747,168689991,56257495,196829985,1,1
3750,604863729,182861248,168779988,56287501,196934989,1,1
3751,605186328,182958776,168870011,56317515,197040023,1,1
3752,605508991,183056325,168960051,56347537,197145075,1,1
3753,605831753,183153903,169050119,56377567,197250161,1,1
3754,606154610,183251509,169140214,56407605,197355279,1,1
3755,606477534,183349137,169230327,56437651,197460417,1,1
3756,606800554,183446793,169320467,56467705,197565587,1,1
3757,607123669,183544477,169410634,56497767,197670789,1,1
3758,607446852,183642183,169500819,56527837,197776011,1,1
3759,607770135,183739918,169591032,56557915,197881267,1,1
3760,608093492,183837676,169681266,56588001,197986546,1,1
3761,608416949,183935464,169771528,56618095,198091859,1,1
3762,608740472,184033273,169861808,56648197,198197191,1,1
3763,609064102,184131113,169952119,56678307,198302561,1,1
3764,609387811,184228977,170042451,56708425,198407955,1,1
3765,609711602,184326866,170132806,56738551,198513376,1,1
3766,610035476,184424781,170223184,56768685,198618823,1,1
3767,610359448,184522724,170313590,56798827,198724304,1,1
3768,610683507,184620694,170404020,56828977,198829813,1,1
