Number of digits (n),Total Primitive Operations,Assignments,Comparisons,Additions,Subtractions,Multiplications,Divisions,Modulos,MethodCalls,Returns
429,1222573,431379,174804,81775,32710,98131,142092,49065,130841,81776
430,1218081,429804,174169,81470,32588,97765,141579,48882,130353,81471
431,1227313,433034,175469,82100,32840,98521,142627,49260,131361,82101
432,1230765,434375,176052,82275,32910,98731,143140,49365,131641,82276
433,1247485,440073,178296,83485,33394,100183,144900,50091,133577,83486
434,1237753,436692,176943,82810,33124,99373,143817,49686,132497,82811
435,1250341,441149,178754,83645,33458,100375,145294,50187,133833,83646
436,1257517,443659,179764,84135,33654,100963,146108,50481,134617,84136
437,1250725,441385,178882,83625,33450,100351,145430,50175,133801,83626
438,1272673,448883,181841,85205,34082,102247,147757,51123,136329,85206
439,1271425,448611,181785,85045,34018,102055,147765,51027,136073,85046
440,1287821,454169,183964,86245,34498,103495,149464,51747,137993,86246
441,1265425,446502,180933,84640,33856,101569,147075,50784,135425,84641
442,1295809,457096,185185,86730,34692,104077,150491,52038,138769,86731
443,1291673,455765,184687,86395,34558,103675,150127,51837,138233,86396
444,1297413,457689,185434,86825,34730,104191,150702,52095,138921,86826
445,1321745,466148,188821,88510,35404,106213,153415,53106,141617,88511
446,1311453,462652,187448,87760,35104,105313,152342,52656,140417,87761
447,1324589,467229,189284,88665,35466,106399,153816,53199,141865,88666
448,1325669,467681,189490,88705,35482,106447,154006,53223,141929,88706
449,1323281,466817,189133,88555,35422,106267,153709,53133,141689,88556
450,1327057,468320,189797,88730,35492,106477,154303,53238,141969,88731
451,1328773,468815,189962,88895,35558,106675,154402,53337,142233,88896
452,1348421,475581,192650,90285,36114,108343,156534,54171,144457,90286
453,1341181,473204,191744,89720,35888,107665,155854,53832,143553,89721
454,1341033,473086,191675,89740,35896,107689,155777,53844,143585,89741
455,1364525,481279,194964,91355,36542,109627,158420,54813,146169,91356
456,1354349,477852,193628,90600,36240,108721,157386,54360,144961,90601
457,1362037,480431,194630,91175,36470,109411,158158,54705,145881,91176
458,1379649,486619,197129,92365,36946,110839,160181,55419,147785,92366
459,1385053,488694,198024,92650,37060,111181,160962,55590,148241,92651
460,1391589,490774,198794,93190,37276,111829,161516,55914,149105,93191
461,1386425,488940,198047,92850,37140,111421,160905,55710,148561,92851
462,1393457,491400,199037,93330,37332,111997,161703,55998,149329,93331
463,1390105,490384,198679,93030,37212,111637,161465,55818,148849,93031
464,1417545,500023,202571,94885,37954,113863,164615,56931,151817,94886
465,1395181,492262,199468,93330,37332,111997,162134,55998,149329,93331
466,1394701,492187,199468,93255,37302,111907,162164,55953,149209,93256
467,1424573,502393,203496,95405,38162,114487,165332,57243,152649,95406
468,1411733,498096,201830,94440,37776,113329,164052,56664,151105,94441
469,1414217,498931,202155,94625,37850,113551,164303,56775,151401,94626
470,1430801,504814,204549,95720,38288,114865,166259,57432,153153,95721
471,1437973,507355,205582,96195,38478,115435,167102,57717,153913,96196
472,1434241,506006,205025,95960,38384,115153,166639,57576,153537,95961
473,1447297,510499,206809,96885,38754,116263,168053,58131,155017,96886
474,1451473,512015,207437,97145,38858,116575,168577,58287,155433,97146
475,1448969,511159,207099,96965,38786,116359,168311,58179,155145,96966
476,1457001,514108,208331,97450,38980,116941,169349,58470,155921,97451
477,1457945,514448,208471,97510,39004,117013,169465,58506,156017,97511
478,1471137,519031,210305,98425,39370,118111,170933,59055,157481,98426
479,1476429,520819,211004,98815,39526,118579,171476,59289,158105,98816
480,1467137,517702,209793,98120,39248,117745,170543,58872,156993,98121
481,1485177,523961,212295,99375,39750,119251,172543,59625,159001,99376
482,1486117,524354,212474,99410,39764,119293,172708,59646,159057,99411
483,1488205,525156,212820,99520,39808,119425,173010,59712,159233,99521
484,1489269,525655,213062,99535,39814,119443,173246,59721,159257,99536
485,1505049,531114,215239,100640,40256,120769,174981,60384,161025,100641
486,1518889,535878,217131,101620,40648,121945,176481,60972,162593,101621
487,1508457,532334,215739,100860,40344,121033,175393,60516,161377,100861
488,1503457,530582,215033,100520,40208,120625,174823,60312,160833,100521
489,1518601,535800,217107,101590,40636,121909,176469,60954,162545,101591
490,1529441,539559,218609,102345,40938,122815,177669,61407,163753,102346
491,1527529,539021,218435,102155,40862,122587,177571,61293,163449,102156
492,1523461,537691,217930,101835,40734,122203,177194,61101,162937,101836
493,1531213,540412,219028,102360,40944,122833,178082,61416,163777,102361
494,1539661,543250,220132,102990,41196,123589,178934,61794,164785,102991
495,1545769,545534,221099,103340,41336,124009,179761,62004,165345,103341
496,1552241,547802,222013,103780,41512,124537,180499,62268,166049,103781
497,1564357,552122,223778,104570,41828,125485,181948,62742,167313,104571
498,1565897,552628,223971,104690,41876,125629,182093,62814,167505,104691
499,1582149,558246,226210,105830,42332,126997,183876,63498,169329,105831
500,1583277,558689,226404,105885,42354,127063,184048,63531,169417,105886
501,1582141,558407,226328,105755,42302,126907,184024,63453,169209,105756
502,1577757,556985,225792,105405,42162,126487,183628,63243,168649,105406
503,1575653,556373,225586,105205,42082,126247,183502,63123,168329,105206
504,1596481,563553,228441,106675,42670,128011,185769,64005,170681,106676
505,1593765,562591,228050,106495,42598,127795,185450,63897,170393,106496
506,1597341,563895,228592,106715,42686,128059,185904,64029,170745,106716
507,1607257,567269,229919,107435,42974,128923,186943,64461,171897,107436
508,1594621,563096,228320,106460,42584,127753,185734,63876,170337,106461
509,1601517,565180,229052,107080,42832,128497,186218,64248,171329,107081
510,1623541,572936,232190,108560,43424,130273,188764,65136,173697,108561
511,1619357,571790,231832,108130,43252,129757,188578,64878,173009,108131
512,1622741,572976,232310,108360,43344,130033,188964,65016,173377,108361
513,1626833,574329,232829,108675,43470,130411,189357,65205,173881,108676
514,1640629,579027,234678,109675,43870,131611,190806,65805,175481,109676
515,1635497,577429,234099,109235,43694,131083,190403,65541,174777,109236
516,1647713,581612,235753,110110,44044,132133,191707,66066,176177,110111
517,1648293,581924,235914,110100,44040,132121,191872,66060,176161,110101
518,1652233,583256,236435,110390,44156,132469,192277,66234,176625,110391
519,1671165,589631,238920,111795,44718,134155,194200,67077,178873,111796
520,1663973,587399,238114,111175,44470,133411,193642,66705,177881,111176
521,1673281,590733,239481,111775,44710,134131,194769,67065,178841,111776
522,1693881,597689,242199,113295,45318,135955,196879,67977,181273,113296
523,1693449,597693,242251,113195,45278,135835,196971,67917,181113,113196
524,1685593,595052,241223,112610,45044,135133,196177,67566,180177,112611
525,1682013,593768,240696,112380,44952,134857,195742,67428,179809,112381
526,1706285,602329,244164,114005,45602,136807,198560,68403,182409,114006
527,1697357,599339,243004,113335,45334,136003,197668,68001,181337,113336
528,1722929,608099,246469,115165,46066,138199,200401,69099,184265,115166
529,1724261,608644,246714,115220,46088,138265,200624,69132,184353,115221
530,1712673,604610,245097,114420,45768,137305,199327,68652,183073,114421
531,1718261,606623,245926,114775,45910,137731,200014,68865,183641,114776
532,1721389,607791,246420,114955,45982,137947,200436,68973,183929,114956
533,1726513,609605,247157,115295,46118,138355,201037,69177,184473,115296
534,1734641,612459,248309,115845,46338,139015,201969,69507,185353,115846
535,1734569,612511,248355,115805,46322,138967,202031,69483,185289,115806
536,1738389,613805,248862,116085,46434,139303,202426,69651,185737,116086
537,1747185,616883,250101,116685,46674,140023,203425,70011,186697,116686
538,1754425,619568,251231,117110,46844,140533,204385,70266,187377,117111
539,1763733,622836,252550,117740,47096,141289,205452,70644,188385,117741
540,1766653,623680,252832,118020,47208,141625,205622,70812,188833,118021
541,1768225,624378,253161,118060,47224,141673,205935,70836,188897,118061
542,1757629,620884,251824,117240,46896,140689,204926,70344,187585,117241
543,1789917,632034,256264,119510,47804,143413,208458,71706,191217,119511
544,1790177,632164,256329,119510,47804,143413,208523,71706,191217,119511
545,1794053,633420,256802,119820,47928,143785,208872,71892,191713,119821
546,1791633,632848,256661,119530,47812,143437,208847,71718,191249,119531
547,1804285,637007,258248,120515,48206,144619,210040,72309,192825,120516
548,1808633,638686,258975,120740,48296,144889,210677,72444,193185,120741
549,1812821,639999,259454,121095,48438,145315,211014,72657,193753,121096
550,1818197,641972,260278,121420,48568,145705,211708,72852,194273,121421
551,1820685,642853,260636,121585,48634,145903,212000,72951,194537,121586
552,1815217,641010,259917,121180,48472,145417,211443,72708,193889,121181
553,1830801,646492,262133,122230,48892,146677,213239,73338,195569,122231
554,1833069,647197,262388,122425,48970,146911,213416,73455,195881,122426
555,1826689,645228,261681,121870,48748,146245,212931,73122,194993,121871
556,1846757,652138,264426,123290,49316,147949,215108,73974,197265,123291
557,1843137,651065,264057,122955,49182,147547,214873,73773,196729,122956
558,1850157,653398,264956,123490,49396,148189,215558,74094,197585,123491
559,1853545,654707,265523,123665,49466,148399,216055,74199,197865,123666
560,1859449,656735,266327,124085,49634,148903,216691,74451,198537,124086
561,1856417,655791,265985,123825,49530,148591,216453,74295,198121,123826
562,1882353,664711,269525,125665,50266,150799,219257,75399,201065,125666
563,1876941,662896,268820,125260,50104,150313,218714,75156,200417,125261
564,1886449,666176,270125,125930,50372,151117,219751,75558,201489,125931
565,1883145,665140,269747,125650,50260,150781,219485,75390,201041,125651
566,1899473,670818,272021,126780,50712,152137,221307,76068,202849,126781
567,1907037,673632,273208,127220,50888,152665,222318,76332,203553,127221
568,1912377,675389,273879,127635,51054,153163,222823,76581,204217,127636
569,1910837,674850,273662,127530,51012,153037,222648,76518,204049,127531
570,1934057,682742,276763,129220,51688,155065,225073,77532,206753,129221
571,1921429,678716,275270,128180,51272,153817,223996,76908,205089,128181
572,1921977,678814,275279,128260,51304,153913,223973,76956,205217,128261
573,1941665,685633,278001,129635,51854,155563,226145,77781,207417,129636
574,1937281,684288,277521,129250,51700,155101,225819,77550,206801,129251
575,1940061,685359,277984,129395,51758,155275,226224,77637,207033,129396
576,1934125,683315,277172,128975,51590,154771,225580,77385,206361,128976
577,1943969,686785,278577,129635,51854,155563,226721,77781,207417,129636
578,1961217,692670,280897,130880,52352,157057,228543,78528,209409,130881
579,1961249,692730,280937,130860,52344,157033,228591,78516,209377,130861
580,1966837,694787,281798,131195,52478,157435,229318,78717,209913,131196
581,1967889,695038,281861,131320,52528,157585,229331,78792,210113,131321
582,1978869,699054,283534,131990,52796,158389,230736,79194,211185,131991
583,1984469,700853,284206,132445,52978,158935,231226,79467,211913,132446
584,1986245,701587,284538,132515,53006,159019,231530,79509,212025,132516
585,1999357,706119,286344,133435,53374,160123,232968,80061,213497,133436
586,1987001,701987,284743,132505,53002,159007,231739,79503,212009,132506
587,1999677,706279,286424,133435,53374,160123,233048,80061,213497,133436
588,2026213,715400,290042,135320,54128,162385,235912,81192,216513,135321
589,2010345,710337,288163,134015,53606,160819,234555,80409,214425,134016
590,2019937,713494,289369,134760,53904,161713,235463,80856,215617,134761
591,2013577,711370,288547,134280,53712,161137,234833,80568,214849,134281
592,2026029,715704,290284,135140,54056,162169,236226,81084,216225,135141
593,2035885,719224,291724,135780,54312,162937,237410,81468,217249,135781
594,2037425,719587,291813,135965,54386,163159,237425,81579,217545,135966
595,2037925,719914,291994,135930,54372,163117,237620,81558,217489,135931
596,2046641,723029,293269,136495,54598,163795,238669,81897,218393,136496
597,2058429,727119,294904,137315,54926,164779,239976,82389,219705,137316
598,2058249,727095,294907,137285,54914,164743,239991,82371,219657,137286
599,2064025,729059,295679,137705,55082,165247,240595,82623,220329,137706
600,2079113,734491,297915,138665,55466,166399,242447,83199,221865,138666
601,2061845,728475,295502,137475,54990,164971,240510,82485,219961,137476
602,2068801,730875,296457,137965,55186,165559,241269,82779,220745,137966
603,2078957,734468,297916,138640,55456,166369,242458,83184,221825,138641
604,2079225,734547,297943,138665,55466,166399,242475,83199,221865,138666
605,2094573,739801,300020,139765,55906,167719,244112,83859,223625,139766
606,2085021,736708,298856,139000,55600,166801,243254,83400,222401,139001
607,2106853,744324,301914,140500,56200,168601,245712,84300,224801,140501
608,2107809,744714,302089,140540,56216,168649,245871,84324,224865,140541
609,2118213,748310,303522,141270,56508,169525,247012,84762,226033,141271
610,2126649,751329,304759,141815,56726,170179,248031,85089,226905,141816
611,2124821,750679,304494,141695,56678,170035,247814,85017,226713,141696
612,2126817,751413,304801,141815,56726,170179,248073,85089,226905,141816
613,2144289,757520,307257,143010,57204,171613,250051,85806,228817,143011
614,2134029,753996,305860,142280,56912,170737,248946,85368,227649,142281
615,2148653,758976,307820,143340,57336,172009,250482,86004,229345,143341
616,2153833,760807,308563,143685,57474,172423,251087,86211,229897,143686
617,2149961,759608,308131,143350,57340,172021,250789,86010,229361,143351
618,2162233,764061,309975,144115,57646,172939,252327,86469,230585,144116
619,2174509,768219,311604,145015,58006,174019,253596,87009,232025,145016
620,2173293,767809,311444,144925,57970,173911,253472,86955,231881,144926
621,2180465,770108,312301,145510,58204,174613,254095,87306,232817,145511
622,2163249,764613,310261,144095,57638,172915,252621,86457,230553,144096
623,2187965,773033,313576,145885,58354,175063,255220,87531,233417,145886
624,2207001,779691,316255,147185,58874,176623,257379,88311,235497,147186
625,2206261,779618,316286,147050,58820,176461,257464,88230,235281,147051
626,2198805,776902,315158,146590,58636,175909,256520,87954,234545,146591
627,2204869,779186,316130,146930,58772,176317,257356,88158,235089,146931
628,2208253,780427,316648,147135,58854,176563,257792,88281,235417,147136
629,2226657,786681,319105,148475,59390,178171,259713,89085,237561,148476
630,2222077,785183,318536,148115,59246,177739,259288,88869,236985,148116
631,2221769,785051,318475,148105,59242,177727,259231,88863,236969,148106
632,2230133,788056,319710,148640,59456,178369,260252,89184,237825,148641
633,2244717,793049,321684,149685,59874,179623,261808,89811,239497,149686
634,2245261,793530,321972,149590,59836,179509,262134,89754,239345,149591
635,2236245,790353,320686,148985,59594,178783,261090,89391,238377,148986
636,2260701,798995,324192,150615,60246,180739,263944,90369,240985,150616
637,2257489,797851,323725,150405,60162,180487,263561,90243,240649,150406
638,2254761,796850,323307,150240,60096,180289,263209,90144,240385,150241
639,2272445,803063,325816,151435,60574,181723,265240,90861,242297,151436
640,2267445,801256,325070,151120,60448,181345,264620,90672,241793,151121
641,2275821,804278,326316,151650,60660,181981,265654,90990,242641,151651
642,2286301,807901,327760,152385,60954,182863,266804,91431,243817,152386
643,2287145,808158,327851,152460,60984,182953,266865,91476,243937,152461
644,2293361,810573,328901,152775,61110,183331,267789,91665,244441,152776
645,2293529,810382,328743,152900,61160,183481,267581,91740,244641,152901
646,2296621,811719,329364,152995,61198,183595,268164,91797,244793,152996
647,2307429,815495,330882,153735,61494,184483,269386,92241,245977,153736
648,2320857,820031,332655,154725,61890,185671,270763,92835,247561,154726
649,2317929,819425,332547,154335,61734,185203,270811,92601,246937,154336
650,2332541,824267,334408,155455,62182,186547,272224,93273,248729,155456
651,2315129,818487,332183,154125,61650,184951,270531,92475,246601,154126
652,2334533,824878,334626,155630,62252,186757,272372,93378,249009,155631
653,2345569,828999,336369,156265,62506,187519,273861,93759,250025,156266
654,2341093,827333,335666,156005,62402,187207,273262,93603,249609,156006
655,2339785,826943,335531,155885,62354,187063,273175,93531,249417,155886
656,2351641,831276,337335,156610,62644,187933,274689,93966,250577,156611
657,2360981,834263,338446,157375,62950,188851,275494,94425,251801,157376
658,2358613,833596,338230,157140,62856,188569,275372,94284,251425,157141
659,2375525,839500,340602,158300,63320,189961,277280,94980,253281,158301
660,2358885,833908,338426,157060,62824,188473,275600,94236,251297,157061
661,2382249,841960,341627,158710,63484,190453,278141,95226,253937,158711
662,2381013,841463,341406,158655,63462,190387,277942,95193,253849,158656
663,2386045,843374,342224,158930,63572,190717,278650,95358,254289,158931
664,2387105,843739,342369,159005,63602,190807,278765,95403,254409,159006
665,2400557,848364,344204,159960,63984,191953,280218,95976,255937,159961
666,2389121,844736,342865,159010,63604,190813,279259,95406,254417,159011
667,2403569,849584,344749,160090,64036,192109,280711,96054,256145,160091
668,2418717,854782,346808,161170,64468,193405,282338,96702,257873,161171
669,2411021,852166,345780,160610,64244,192733,281534,96366,256977,160611
670,2424449,856812,347633,161550,64620,193861,283011,96930,258481,161551
671,2429469,858684,348424,161840,64736,194209,283686,97104,258945,161841
672,2443009,863507,350393,162725,65090,195271,285301,97635,260361,162726
673,2423457,856767,347713,161345,64538,193615,283173,96807,258153,161346
674,2442657,863430,350377,162680,65072,195217,285303,97608,260289,162681
675,2446561,864733,350881,162975,65190,195571,285689,97785,260761,162976
676,2450009,866171,351535,163105,65242,195727,286291,97863,260969,163106
